location,date,vaccine,total_vaccinations
South Korea,3/16/2021,Moderna,0
South Korea,3/16/2021,Oxford/AstraZeneca,589626
South Korea,3/16/2021,Pfizer/BioNTech,34808
South Korea,3/17/2021,Johnson&Johnson,0
South Korea,3/17/2021,Moderna,0
South Korea,3/17/2021,Oxford/AstraZeneca,599452
South Korea,3/17/2021,Pfizer/BioNTech,44766
South Korea,3/18/2021,Johnson&Johnson,0
South Korea,3/18/2021,Moderna,0
South Korea,3/18/2021,Oxford/AstraZeneca,609778
South Korea,3/18/2021,Pfizer/BioNTech,53721
South Korea,3/19/2021,Johnson&Johnson,0
South Korea,3/19/2021,Moderna,0
South Korea,3/19/2021,Oxford/AstraZeneca,620452
South Korea,3/19/2021,Pfizer/BioNTech,59850
South Korea,3/20/2021,Johnson&Johnson,0
South Korea,3/20/2021,Moderna,0
South Korea,3/20/2021,Oxford/AstraZeneca,620699
South Korea,3/20/2021,Pfizer/BioNTech,61151
South Korea,3/21/2021,Johnson&Johnson,0
South Korea,3/21/2021,Moderna,0
South Korea,3/21/2021,Oxford/AstraZeneca,620699
South Korea,3/21/2021,Pfizer/BioNTech,61431
South Korea,3/22/2021,Johnson&Johnson,0
South Korea,3/22/2021,Moderna,0
South Korea,3/22/2021,Oxford/AstraZeneca,624344
South Korea,3/22/2021,Pfizer/BioNTech,61746
South Korea,3/23/2021,Johnson&Johnson,0
South Korea,3/23/2021,Moderna,0
South Korea,3/23/2021,Oxford/AstraZeneca,646106
South Korea,3/23/2021,Pfizer/BioNTech,62362
South Korea,3/24/2021,Johnson&Johnson,0
South Korea,3/24/2021,Moderna,0
South Korea,3/24/2021,Oxford/AstraZeneca,676613
South Korea,3/24/2021,Pfizer/BioNTech,63555
South Korea,3/25/2021,Johnson&Johnson,0
South Korea,3/25/2021,Moderna,0
South Korea,3/25/2021,Oxford/AstraZeneca,711011
South Korea,3/25/2021,Pfizer/BioNTech,64702
South Korea,3/26/2021,Johnson&Johnson,0
South Korea,3/26/2021,Moderna,0
South Korea,3/26/2021,Oxford/AstraZeneca,735776
South Korea,3/26/2021,Pfizer/BioNTech,66103
South Korea,3/27/2021,Johnson&Johnson,0
South Korea,3/27/2021,Moderna,0
South Korea,3/27/2021,Oxford/AstraZeneca,737057
South Korea,3/27/2021,Pfizer/BioNTech,66103
South Korea,3/28/2021,Johnson&Johnson,0
South Korea,3/28/2021,Moderna,0
South Korea,3/28/2021,Oxford/AstraZeneca,737102
South Korea,3/28/2021,Pfizer/BioNTech,66103
South Korea,3/29/2021,Johnson&Johnson,0
South Korea,3/29/2021,Moderna,0
South Korea,3/29/2021,Oxford/AstraZeneca,765023
South Korea,3/29/2021,Pfizer/BioNTech,67022
South Korea,3/30/2021,Johnson&Johnson,0
South Korea,3/30/2021,Moderna,0
South Korea,3/30/2021,Oxford/AstraZeneca,794982
South Korea,3/30/2021,Pfizer/BioNTech,69065
South Korea,3/31/2021,Johnson&Johnson,0
South Korea,3/31/2021,Moderna,0
South Korea,3/31/2021,Oxford/AstraZeneca,819061
South Korea,3/31/2021,Pfizer/BioNTech,73877
South Korea,4/1/2021,Johnson&Johnson,0
South Korea,4/1/2021,Moderna,0
South Korea,4/1/2021,Oxford/AstraZeneca,837488
South Korea,4/1/2021,Pfizer/BioNTech,100269
South Korea,4/2/2021,Johnson&Johnson,0
South Korea,4/2/2021,Moderna,0
South Korea,4/2/2021,Oxford/AstraZeneca,856863
South Korea,4/2/2021,Pfizer/BioNTech,126981
South Korea,4/3/2021,Johnson&Johnson,0
South Korea,4/3/2021,Moderna,0
South Korea,4/3/2021,Oxford/AstraZeneca,859282
South Korea,4/3/2021,Pfizer/BioNTech,133693
South Korea,4/4/2021,Johnson&Johnson,0
South Korea,4/4/2021,Moderna,0
South Korea,4/4/2021,Oxford/AstraZeneca,859341
South Korea,4/4/2021,Pfizer/BioNTech,134330
South Korea,4/5/2021,Johnson&Johnson,0
South Korea,4/5/2021,Moderna,0
South Korea,4/5/2021,Oxford/AstraZeneca,873815
South Korea,4/5/2021,Pfizer/BioNTech,157073
South Korea,4/6/2021,Johnson&Johnson,0
South Korea,4/6/2021,Moderna,0
South Korea,4/6/2021,Oxford/AstraZeneca,890198
South Korea,4/6/2021,Pfizer/BioNTech,185298
South Korea,4/7/2021,Johnson&Johnson,0
South Korea,4/7/2021,Moderna,1
South Korea,4/7/2021,Oxford/AstraZeneca,906969
South Korea,4/7/2021,Pfizer/BioNTech,215426
South Korea,4/8/2021,Johnson&Johnson,0
South Korea,4/8/2021,Moderna,1
South Korea,4/8/2021,Oxford/AstraZeneca,914191
South Korea,4/8/2021,Pfizer/BioNTech,254868
South Korea,4/9/2021,Johnson&Johnson,0
South Korea,4/9/2021,Moderna,1
South Korea,4/9/2021,Oxford/AstraZeneca,918359
South Korea,4/9/2021,Pfizer/BioNTech,291633
South Korea,4/10/2021,Johnson&Johnson,0
South Korea,4/10/2021,Moderna,1
South Korea,4/10/2021,Oxford/AstraZeneca,918921
South Korea,4/10/2021,Pfizer/BioNTech,300958
South Korea,4/11/2021,Johnson&Johnson,0
South Korea,4/11/2021,Moderna,1
South Korea,4/11/2021,Oxford/AstraZeneca,918921
South Korea,4/11/2021,Pfizer/BioNTech,301263
South Korea,4/12/2021,Johnson&Johnson,0
South Korea,4/12/2021,Moderna,1
South Korea,4/12/2021,Oxford/AstraZeneca,926406
South Korea,4/12/2021,Pfizer/BioNTech,332118
South Korea,4/13/2021,Johnson&Johnson,0
South Korea,4/13/2021,Moderna,1
South Korea,4/13/2021,Oxford/AstraZeneca,939504
South Korea,4/13/2021,Pfizer/BioNTech,363419
South Korea,4/14/2021,Johnson&Johnson,0
South Korea,4/14/2021,Moderna,1
South Korea,4/14/2021,Oxford/AstraZeneca,954435
South Korea,4/14/2021,Pfizer/BioNTech,395057
South Korea,4/15/2021,Johnson&Johnson,0
South Korea,4/15/2021,Moderna,1
South Korea,4/15/2021,Oxford/AstraZeneca,974660
South Korea,4/15/2021,Pfizer/BioNTech,468620
South Korea,4/16/2021,Johnson&Johnson,0
South Korea,4/16/2021,Moderna,1
South Korea,4/16/2021,Oxford/AstraZeneca,1001776
South Korea,4/16/2021,Pfizer/BioNTech,545223
South Korea,4/17/2021,Johnson&Johnson,0
South Korea,4/17/2021,Moderna,1
South Korea,4/17/2021,Oxford/AstraZeneca,1003123
South Korea,4/17/2021,Pfizer/BioNTech,573286
South Korea,4/18/2021,Johnson&Johnson,0
South Korea,4/18/2021,Moderna,1
South Korea,4/18/2021,Oxford/AstraZeneca,1003125
South Korea,4/18/2021,Pfizer/BioNTech,578150
South Korea,4/19/2021,Johnson&Johnson,0
South Korea,4/19/2021,Moderna,1
South Korea,4/19/2021,Oxford/AstraZeneca,1047191
South Korea,4/19/2021,Pfizer/BioNTech,657053
South Korea,4/20/2021,Johnson&Johnson,0
South Korea,4/20/2021,Moderna,1
South Korea,4/20/2021,Oxford/AstraZeneca,1096353
South Korea,4/20/2021,Pfizer/BioNTech,739271
South Korea,4/21/2021,Johnson&Johnson,0
South Korea,4/21/2021,Moderna,1
South Korea,4/21/2021,Oxford/AstraZeneca,1144607
South Korea,4/21/2021,Pfizer/BioNTech,823696
South Korea,4/22/2021,Johnson&Johnson,0
South Korea,4/22/2021,Moderna,1
South Korea,4/22/2021,Oxford/AstraZeneca,1198276
South Korea,4/22/2021,Pfizer/BioNTech,920465
South Korea,4/23/2021,Johnson&Johnson,0
South Korea,4/23/2021,Moderna,1
South Korea,4/23/2021,Oxford/AstraZeneca,1281624
South Korea,4/23/2021,Pfizer/BioNTech,1016968
South Korea,4/24/2021,Johnson&Johnson,0
South Korea,4/24/2021,Moderna,1
South Korea,4/24/2021,Oxford/AstraZeneca,1315786
South Korea,4/24/2021,Pfizer/BioNTech,1053685
South Korea,4/25/2021,Johnson&Johnson,0
South Korea,4/25/2021,Moderna,1
South Korea,4/25/2021,Oxford/AstraZeneca,1316946
South Korea,4/25/2021,Pfizer/BioNTech,1059180
South Korea,4/26/2021,Johnson&Johnson,0
South Korea,4/26/2021,Moderna,1
South Korea,4/26/2021,Oxford/AstraZeneca,1374397
South Korea,4/26/2021,Pfizer/BioNTech,1166151
South Korea,4/27/2021,Johnson&Johnson,0
South Korea,4/27/2021,Moderna,1
South Korea,4/27/2021,Oxford/AstraZeneca,1447767
South Korea,4/27/2021,Pfizer/BioNTech,1291579
South Korea,4/28/2021,Johnson&Johnson,0
South Korea,4/28/2021,Moderna,1
South Korea,4/28/2021,Oxford/AstraZeneca,1548253
South Korea,4/28/2021,Pfizer/BioNTech,1443686
South Korea,4/29/2021,Johnson&Johnson,0
South Korea,4/29/2021,Moderna,1
South Korea,4/29/2021,Oxford/AstraZeneca,1669426
South Korea,4/29/2021,Pfizer/BioNTech,1614866
South Korea,4/30/2021,Johnson&Johnson,0
South Korea,4/30/2021,Moderna,1
South Korea,4/30/2021,Oxford/AstraZeneca,1811530
South Korea,4/30/2021,Pfizer/BioNTech,1779634
South Korea,5/1/2021,Johnson&Johnson,0
South Korea,5/1/2021,Moderna,1
South Korea,5/1/2021,Oxford/AstraZeneca,1835623
South Korea,5/1/2021,Pfizer/BioNTech,1803411
South Korea,5/2/2021,Johnson&Johnson,0
South Korea,5/2/2021,Moderna,1
South Korea,5/2/2021,Oxford/AstraZeneca,1835935
South Korea,5/2/2021,Pfizer/BioNTech,1804974
South Korea,5/3/2021,Johnson&Johnson,0
South Korea,5/3/2021,Moderna,1
South Korea,5/3/2021,Oxford/AstraZeneca,1886823
South Korea,5/3/2021,Pfizer/BioNTech,1870831
South Korea,5/4/2021,Johnson&Johnson,0
South Korea,5/4/2021,Moderna,1
South Korea,5/4/2021,Oxford/AstraZeneca,1931284
South Korea,5/4/2021,Pfizer/BioNTech,1932396
South Korea,5/5/2021,Johnson&Johnson,0
South Korea,5/5/2021,Moderna,1
South Korea,5/5/2021,Oxford/AstraZeneca,1931915
South Korea,5/5/2021,Pfizer/BioNTech,1962417
South Korea,5/6/2021,Johnson&Johnson,0
South Korea,5/6/2021,Moderna,1
South Korea,5/6/2021,Oxford/AstraZeneca,1978834
South Korea,5/6/2021,Pfizer/BioNTech,2046509
South Korea,5/7/2021,Johnson&Johnson,0
South Korea,5/7/2021,Moderna,1
South Korea,5/7/2021,Oxford/AstraZeneca,2017525
South Korea,5/7/2021,Pfizer/BioNTech,2132634
South Korea,5/8/2021,Johnson&Johnson,0
South Korea,5/8/2021,Moderna,1
South Korea,5/8/2021,Oxford/AstraZeneca,2026849
South Korea,5/8/2021,Pfizer/BioNTech,2162966
South Korea,5/9/2021,Johnson&Johnson,0
South Korea,5/9/2021,Moderna,1
South Korea,5/9/2021,Oxford/AstraZeneca,2026850
South Korea,5/9/2021,Pfizer/BioNTech,2167703
South Korea,5/10/2021,Johnson&Johnson,0
South Korea,5/10/2021,Moderna,1
South Korea,5/10/2021,Oxford/AstraZeneca,2033928
South Korea,5/10/2021,Pfizer/BioNTech,2251664
South Korea,5/11/2021,Johnson&Johnson,0
South Korea,5/11/2021,Moderna,1
South Korea,5/11/2021,Oxford/AstraZeneca,2038273
South Korea,5/11/2021,Pfizer/BioNTech,2336652
South Korea,5/12/2021,Johnson&Johnson,0
South Korea,5/12/2021,Moderna,1
South Korea,5/12/2021,Oxford/AstraZeneca,2041884
South Korea,5/12/2021,Pfizer/BioNTech,2422062
South Korea,5/13/2021,Johnson&Johnson,0
South Korea,5/13/2021,Moderna,1
South Korea,5/13/2021,Oxford/AstraZeneca,2045818
South Korea,5/13/2021,Pfizer/BioNTech,2504762
South Korea,5/14/2021,Johnson&Johnson,0
South Korea,5/14/2021,Moderna,1
South Korea,5/14/2021,Oxford/AstraZeneca,2053740
South Korea,5/14/2021,Pfizer/BioNTech,2587867
South Korea,5/15/2021,Johnson&Johnson,0
South Korea,5/15/2021,Moderna,1
South Korea,5/15/2021,Oxford/AstraZeneca,2054350
South Korea,5/15/2021,Pfizer/BioNTech,2618711
South Korea,5/16/2021,Johnson&Johnson,0
South Korea,5/16/2021,Moderna,1
South Korea,5/16/2021,Oxford/AstraZeneca,2054351
South Korea,5/16/2021,Pfizer/BioNTech,2623705
South Korea,5/17/2021,Johnson&Johnson,0
South Korea,5/17/2021,Moderna,1
South Korea,5/17/2021,Oxford/AstraZeneca,2073351
South Korea,5/17/2021,Pfizer/BioNTech,2718456
South Korea,5/18/2021,Johnson&Johnson,0
South Korea,5/18/2021,Moderna,1
South Korea,5/18/2021,Oxford/AstraZeneca,2117193
South Korea,5/18/2021,Pfizer/BioNTech,2828977
South Korea,5/19/2021,Johnson&Johnson,0
South Korea,5/19/2021,Moderna,1
South Korea,5/19/2021,Oxford/AstraZeneca,2118221
South Korea,5/19/2021,Pfizer/BioNTech,2922836
South Korea,5/20/2021,Johnson&Johnson,0
South Korea,5/20/2021,Moderna,1
South Korea,5/20/2021,Oxford/AstraZeneca,2189567
South Korea,5/20/2021,Pfizer/BioNTech,3074993
South Korea,5/21/2021,Johnson&Johnson,0
South Korea,5/21/2021,Moderna,1
South Korea,5/21/2021,Oxford/AstraZeneca,2282136
South Korea,5/21/2021,Pfizer/BioNTech,3222328
South Korea,5/22/2021,Johnson&Johnson,0
South Korea,5/22/2021,Moderna,1
South Korea,5/22/2021,Oxford/AstraZeneca,2299047
South Korea,5/22/2021,Pfizer/BioNTech,3246318
South Korea,5/23/2021,Johnson&Johnson,0
South Korea,5/23/2021,Moderna,1
South Korea,5/23/2021,Oxford/AstraZeneca,2299363
South Korea,5/23/2021,Pfizer/BioNTech,3248926
South Korea,5/24/2021,Johnson&Johnson,0
South Korea,5/24/2021,Moderna,1
South Korea,5/24/2021,Oxford/AstraZeneca,2361564
South Korea,5/24/2021,Pfizer/BioNTech,3363565
South Korea,5/25/2021,Johnson&Johnson,0
South Korea,5/25/2021,Moderna,1
South Korea,5/25/2021,Oxford/AstraZeneca,2424403
South Korea,5/25/2021,Pfizer/BioNTech,3472438
South Korea,5/26/2021,Johnson&Johnson,0
South Korea,5/26/2021,Moderna,1
South Korea,5/26/2021,Oxford/AstraZeneca,2481739
South Korea,5/26/2021,Pfizer/BioNTech,3570502
South Korea,5/27/2021,Johnson&Johnson,0
South Korea,5/27/2021,Moderna,1
South Korea,5/27/2021,Oxford/AstraZeneca,3105031
South Korea,5/27/2021,Pfizer/BioNTech,3664342
South Korea,5/28/2021,Johnson&Johnson,0
South Korea,5/28/2021,Moderna,1
South Korea,5/28/2021,Oxford/AstraZeneca,3627208
South Korea,5/28/2021,Pfizer/BioNTech,3752395
South Korea,5/29/2021,Johnson&Johnson,0
South Korea,5/29/2021,Moderna,1
South Korea,5/29/2021,Oxford/AstraZeneca,3782809
South Korea,5/29/2021,Pfizer/BioNTech,3770320
South Korea,5/30/2021,Johnson&Johnson,0
South Korea,5/30/2021,Moderna,1
South Korea,5/30/2021,Oxford/AstraZeneca,3786892
South Korea,5/30/2021,Pfizer/BioNTech,3771053
South Korea,5/31/2021,Johnson&Johnson,0
South Korea,5/31/2021,Moderna,1
South Korea,5/31/2021,Oxford/AstraZeneca,4090999
South Korea,5/31/2021,Pfizer/BioNTech,3881222
South Korea,6/1/2021,Johnson&Johnson,0
South Korea,6/1/2021,Moderna,1
South Korea,6/1/2021,Oxford/AstraZeneca,4572640
South Korea,6/1/2021,Pfizer/BioNTech,3993644
South Korea,6/2/2021,Johnson&Johnson,0
South Korea,6/2/2021,Moderna,1
South Korea,6/2/2021,Oxford/AstraZeneca,4869781
South Korea,6/2/2021,Pfizer/BioNTech,4102296
South Korea,6/3/2021,Johnson&Johnson,0
South Korea,6/3/2021,Moderna,1
South Korea,6/3/2021,Oxford/AstraZeneca,5140239
South Korea,6/3/2021,Pfizer/BioNTech,4201571
South Korea,6/4/2021,Johnson&Johnson,0
South Korea,6/4/2021,Moderna,1
South Korea,6/4/2021,Oxford/AstraZeneca,5448536
South Korea,6/4/2021,Pfizer/BioNTech,4292302
South Korea,6/5/2021,Johnson&Johnson,0
South Korea,6/5/2021,Moderna,1
South Korea,6/5/2021,Oxford/AstraZeneca,5566604
South Korea,6/5/2021,Pfizer/BioNTech,4316718
South Korea,6/6/2021,Johnson&Johnson,0
South Korea,6/6/2021,Moderna,1
South Korea,6/6/2021,Oxford/AstraZeneca,5568812
South Korea,6/6/2021,Pfizer/BioNTech,4317478
South Korea,6/7/2021,Johnson&Johnson,0
South Korea,6/7/2021,Moderna,1
South Korea,6/7/2021,Oxford/AstraZeneca,6330533
South Korea,6/7/2021,Pfizer/BioNTech,4471232
South Korea,6/8/2021,Johnson&Johnson,0
South Korea,6/8/2021,Moderna,1
South Korea,6/8/2021,Oxford/AstraZeneca,6958162
South Korea,6/8/2021,Pfizer/BioNTech,4616079
South Korea,6/9/2021,Johnson&Johnson,0
South Korea,6/9/2021,Moderna,1
South Korea,6/9/2021,Oxford/AstraZeneca,7447468
South Korea,6/9/2021,Pfizer/BioNTech,4745496
South Korea,6/10/2021,Johnson&Johnson,252733
South Korea,6/10/2021,Moderna,1
South Korea,6/10/2021,Oxford/AstraZeneca,7883534
South Korea,6/10/2021,Pfizer/BioNTech,4859458
South Korea,6/11/2021,Johnson&Johnson,454788
South Korea,6/11/2021,Moderna,1
South Korea,6/11/2021,Oxford/AstraZeneca,8437088
South Korea,6/11/2021,Pfizer/BioNTech,4966424
South Korea,6/12/2021,Johnson&Johnson,569011
South Korea,6/12/2021,Moderna,1
South Korea,6/12/2021,Oxford/AstraZeneca,8695390
South Korea,6/12/2021,Pfizer/BioNTech,4987974
South Korea,6/13/2021,Johnson&Johnson,580783
South Korea,6/13/2021,Moderna,1
South Korea,6/13/2021,Oxford/AstraZeneca,8710834
South Korea,6/13/2021,Pfizer/BioNTech,4988852
South Korea,6/14/2021,Johnson&Johnson,752755
South Korea,6/14/2021,Moderna,1
South Korea,6/14/2021,Oxford/AstraZeneca,9291725
South Korea,6/14/2021,Pfizer/BioNTech,5092501
South Korea,6/15/2021,Johnson&Johnson,865183
South Korea,6/15/2021,Moderna,1
South Korea,6/15/2021,Oxford/AstraZeneca,9800229
South Korea,6/15/2021,Pfizer/BioNTech,5215708
South Korea,6/16/2021,Johnson&Johnson,1042906
South Korea,6/16/2021,Moderna,1
South Korea,6/16/2021,Oxford/AstraZeneca,10167215
South Korea,6/16/2021,Pfizer/BioNTech,5344677
South Korea,6/17/2021,Johnson&Johnson,1068692
South Korea,6/17/2021,Moderna,1
South Korea,6/17/2021,Oxford/AstraZeneca,10552567
South Korea,6/17/2021,Pfizer/BioNTech,5480618
South Korea,6/18/2021,Johnson&Johnson,1099522
South Korea,6/18/2021,Moderna,241
South Korea,6/18/2021,Oxford/AstraZeneca,11018180
South Korea,6/18/2021,Pfizer/BioNTech,5618227
South Korea,6/19/2021,Johnson&Johnson,1118557
South Korea,6/19/2021,Moderna,241
South Korea,6/19/2021,Oxford/AstraZeneca,11208419
South Korea,6/19/2021,Pfizer/BioNTech,5642322
South Korea,6/20/2021,Johnson&Johnson,1118978
South Korea,6/20/2021,Moderna,241
South Korea,6/20/2021,Oxford/AstraZeneca,11208431
South Korea,6/20/2021,Pfizer/BioNTech,5643217
South Korea,6/21/2021,Johnson&Johnson,1122160
South Korea,6/21/2021,Moderna,817
South Korea,6/21/2021,Oxford/AstraZeneca,11225958
South Korea,6/21/2021,Pfizer/BioNTech,5783668
South Korea,6/22/2021,Johnson&Johnson,1124637
South Korea,6/22/2021,Moderna,1728
South Korea,6/22/2021,Oxford/AstraZeneca,11246707
South Korea,6/22/2021,Pfizer/BioNTech,5931250
South Korea,6/23/2021,Johnson&Johnson,1125728
South Korea,6/23/2021,Moderna,4641
South Korea,6/23/2021,Oxford/AstraZeneca,11265347
South Korea,6/23/2021,Pfizer/BioNTech,6072000
South Korea,6/24/2021,Johnson&Johnson,1126277
South Korea,6/24/2021,Moderna,7942
South Korea,6/24/2021,Oxford/AstraZeneca,11281832
South Korea,6/24/2021,Pfizer/BioNTech,6204670
South Korea,6/25/2021,Johnson&Johnson,1126697
South Korea,6/25/2021,Moderna,17614
South Korea,6/25/2021,Oxford/AstraZeneca,11297941
South Korea,6/25/2021,Pfizer/BioNTech,6338806
South Korea,6/26/2021,Johnson&Johnson,1126786
South Korea,6/26/2021,Moderna,18366
South Korea,6/26/2021,Oxford/AstraZeneca,11298600
South Korea,6/26/2021,Pfizer/BioNTech,6372099
South Korea,6/27/2021,Johnson&Johnson,1126792
South Korea,6/27/2021,Moderna,18366
South Korea,6/27/2021,Oxford/AstraZeneca,11298600
South Korea,6/27/2021,Pfizer/BioNTech,6372833
South Korea,6/28/2021,Johnson&Johnson,1127252
South Korea,6/28/2021,Moderna,22807
South Korea,6/28/2021,Oxford/AstraZeneca,11308322
South Korea,6/28/2021,Pfizer/BioNTech,6515589
South Korea,6/29/2021,Johnson&Johnson,1127919
South Korea,6/29/2021,Moderna,30882
South Korea,6/29/2021,Oxford/AstraZeneca,11322044
South Korea,6/29/2021,Pfizer/BioNTech,6654190
South Korea,6/30/2021,Johnson&Johnson,1128655
South Korea,6/30/2021,Moderna,36324
South Korea,6/30/2021,Oxford/AstraZeneca,11335387
South Korea,6/30/2021,Pfizer/BioNTech,6785730
South Korea,7/1/2021,Johnson&Johnson,1129217
South Korea,7/1/2021,Moderna,37319
South Korea,7/1/2021,Oxford/AstraZeneca,11352387
South Korea,7/1/2021,Pfizer/BioNTech,6891706
South Korea,7/2/2021,Johnson&Johnson,1129569
South Korea,7/2/2021,Moderna,38799
South Korea,7/2/2021,Oxford/AstraZeneca,11375541
South Korea,7/2/2021,Pfizer/BioNTech,6992274
South Korea,7/3/2021,Johnson&Johnson,1129784
South Korea,7/3/2021,Moderna,39674
South Korea,7/3/2021,Oxford/AstraZeneca,11376330
South Korea,7/3/2021,Pfizer/BioNTech,7008694
South Korea,7/4/2021,Johnson&Johnson,1129784
South Korea,7/4/2021,Moderna,39674
South Korea,7/4/2021,Oxford/AstraZeneca,11376330
South Korea,7/4/2021,Pfizer/BioNTech,7009340
South Korea,7/5/2021,Johnson&Johnson,1129784
South Korea,7/5/2021,Moderna,42763
South Korea,7/5/2021,Oxford/AstraZeneca,11413821
South Korea,7/5/2021,Pfizer/BioNTech,7099695
South Korea,7/6/2021,Johnson&Johnson,1129784
South Korea,7/6/2021,Moderna,47003
South Korea,7/6/2021,Oxford/AstraZeneca,11456840
South Korea,7/6/2021,Pfizer/BioNTech,7181563
South Korea,7/7/2021,Johnson&Johnson,1129784
South Korea,7/7/2021,Moderna,51020
South Korea,7/7/2021,Oxford/AstraZeneca,11500470
South Korea,7/7/2021,Pfizer/BioNTech,7258366
South Korea,7/8/2021,Johnson&Johnson,1129784
South Korea,7/8/2021,Moderna,55832
South Korea,7/8/2021,Oxford/AstraZeneca,11552960
South Korea,7/8/2021,Pfizer/BioNTech,7345331
South Korea,7/9/2021,Johnson&Johnson,1129784
South Korea,7/9/2021,Moderna,62456
South Korea,7/9/2021,Oxford/AstraZeneca,11637722
South Korea,7/9/2021,Pfizer/BioNTech,7460892
South Korea,7/10/2021,Johnson&Johnson,1129784
South Korea,7/10/2021,Moderna,62468
South Korea,7/10/2021,Oxford/AstraZeneca,11669285
South Korea,7/10/2021,Pfizer/BioNTech,7481589
South Korea,7/11/2021,Johnson&Johnson,1129784
South Korea,7/11/2021,Moderna,62468
South Korea,7/11/2021,Oxford/AstraZeneca,11670233
South Korea,7/11/2021,Pfizer/BioNTech,7482232
South Korea,7/12/2021,Johnson&Johnson,1129784
South Korea,7/12/2021,Moderna,62519
South Korea,7/12/2021,Oxford/AstraZeneca,11724128
South Korea,7/12/2021,Pfizer/BioNTech,7553203
South Korea,7/13/2021,Johnson&Johnson,1129784
South Korea,7/13/2021,Moderna,62675
South Korea,7/13/2021,Oxford/AstraZeneca,11792199
South Korea,7/13/2021,Pfizer/BioNTech,7703093
South Korea,7/14/2021,Johnson&Johnson,1129784
South Korea,7/14/2021,Moderna,63376
South Korea,7/14/2021,Oxford/AstraZeneca,11876936
South Korea,7/14/2021,Pfizer/BioNTech,7852173
South Korea,7/15/2021,Johnson&Johnson,1129784
South Korea,7/15/2021,Moderna,63376
South Korea,7/15/2021,Oxford/AstraZeneca,11980252
South Korea,7/15/2021,Pfizer/BioNTech,8014395
South Korea,7/16/2021,Johnson&Johnson,1129784
South Korea,7/16/2021,Moderna,63649
South Korea,7/16/2021,Oxford/AstraZeneca,12107769
South Korea,7/16/2021,Pfizer/BioNTech,8205497
South Korea,7/17/2021,Johnson&Johnson,1129784
South Korea,7/17/2021,Moderna,63649
South Korea,7/17/2021,Oxford/AstraZeneca,12134875
South Korea,7/17/2021,Pfizer/BioNTech,8249631
South Korea,7/18/2021,Johnson&Johnson,1129784
South Korea,7/18/2021,Moderna,63649
South Korea,7/18/2021,Oxford/AstraZeneca,12135355
South Korea,7/18/2021,Pfizer/BioNTech,8252082
South Korea,7/19/2021,Johnson&Johnson,1129784
South Korea,7/19/2021,Moderna,64107
South Korea,7/19/2021,Oxford/AstraZeneca,12196997
South Korea,7/19/2021,Pfizer/BioNTech,8421351
South Korea,7/20/2021,Johnson&Johnson,1129784
South Korea,7/20/2021,Moderna,65137
South Korea,7/20/2021,Oxford/AstraZeneca,12250655
South Korea,7/20/2021,Pfizer/BioNTech,8578722
South Korea,7/21/2021,Johnson&Johnson,1129784
South Korea,7/21/2021,Moderna,67642
South Korea,7/21/2021,Oxford/AstraZeneca,12279592
South Korea,7/21/2021,Pfizer/BioNTech,8726226
South Korea,7/22/2021,Johnson&Johnson,1129784
South Korea,7/22/2021,Moderna,69523
South Korea,7/22/2021,Oxford/AstraZeneca,12335284
South Korea,7/22/2021,Pfizer/BioNTech,8868947
South Korea,7/23/2021,Johnson&Johnson,1129784
South Korea,7/23/2021,Moderna,78290
South Korea,7/23/2021,Oxford/AstraZeneca,12383137
South Korea,7/23/2021,Pfizer/BioNTech,9018650
South Korea,7/24/2021,Johnson&Johnson,1129784
South Korea,7/24/2021,Moderna,79016
South Korea,7/24/2021,Oxford/AstraZeneca,12393119
South Korea,7/24/2021,Pfizer/BioNTech,9048309
South Korea,7/25/2021,Johnson&Johnson,1129784
South Korea,7/25/2021,Moderna,79016
South Korea,7/25/2021,Oxford/AstraZeneca,12393174
South Korea,7/25/2021,Pfizer/BioNTech,9049923
South Korea,7/26/2021,Johnson&Johnson,1129784
South Korea,7/26/2021,Moderna,359598
South Korea,7/26/2021,Oxford/AstraZeneca,12406654
South Korea,7/26/2021,Pfizer/BioNTech,9439812
South Korea,7/27/2021,Johnson&Johnson,1129784
South Korea,7/27/2021,Moderna,509384
South Korea,7/27/2021,Oxford/AstraZeneca,12416509
South Korea,7/27/2021,Pfizer/BioNTech,9710759
South Korea,7/28/2021,Johnson&Johnson,1129784
South Korea,7/28/2021,Moderna,608121
South Korea,7/28/2021,Oxford/AstraZeneca,12423464
South Korea,7/28/2021,Pfizer/BioNTech,10127698
South Korea,7/29/2021,Johnson&Johnson,1129784
South Korea,7/29/2021,Moderna,695217
South Korea,7/29/2021,Oxford/AstraZeneca,12433661
South Korea,7/29/2021,Pfizer/BioNTech,10421310
South Korea,7/30/2021,Johnson&Johnson,1129784
South Korea,7/30/2021,Moderna,819174
South Korea,7/30/2021,Oxford/AstraZeneca,12441271
South Korea,7/30/2021,Pfizer/BioNTech,10846995
South Korea,7/31/2021,Johnson&Johnson,1129784
South Korea,7/31/2021,Moderna,888844
South Korea,7/31/2021,Oxford/AstraZeneca,12441761
South Korea,7/31/2021,Pfizer/BioNTech,11005976
South Korea,8/1/2021,Johnson&Johnson,1129784
South Korea,8/1/2021,Moderna,897146
South Korea,8/1/2021,Oxford/AstraZeneca,12441773
South Korea,8/1/2021,Pfizer/BioNTech,11026164
South Korea,8/2/2021,Johnson&Johnson,1129784
